Date,Country,Cumulative number of case(s),Number of deaths,Number recovered,Weather Condition,Temperature (°C),Humidity (%),Mobility Index,Public Awareness Level
2003-04-28,Switzerland,1.0,0.0,1,Rainy,27.4,74,0.24,96
2003-04-28,Thailand,7.0,,5,Rainy,22.2,55,0.31,50
2003-04-28,united kingdom,6.0,0.0,6,Cloudy,27.8,67,0.7,unknown
2003-04-28,United States,41.0,0.0,0,Humid,25.5,73,0.37,76
2003-04-28,Viet Nam,63.0,5.0,53,Sunny,17.1,55,0.6,67
2003-04-29,brazil,2.0,,2,Sunny,29.0,37,0.64,99
2003-04-29,Bulgaria,1.0,0.0,0,Humd,29.9,34,0.43,79
2003-04-29,Canada,146.0,20.0,86,Cloudy,29.0,44,0.96,51
2003-04-29,china,3303.0,148.0,1322,Rainy,25.2,88,0.87,54
2003-04-29,"hong kong sar, china",1572.0,,759,Sunny,24.979299781181616,45,0.78,78
2003-04-29,"Taiwan, China",66.0,0.0,25,Dry,13.5,30,0.26,82
2003-04-29,France,,0.0,1,Dry,25.8,45,0.28,91
2003-04-29,Germany,7.0,0.0,6,,30.4,66,0.59,69
2003-04-29,India,1.0,0.0,1,Cloudy,24.979299781181616,32,0.33,79
2003-04-29,Indonesia,,0.0,1,Sunny,29.1,81,0.98,91
2003-04-29,Italy,9.0,0.0,4,Cloudy,24.6,76,0.33,54
2003-04-29,japan,2.0,0.0,0,Sunny,30.4,60,0.59,99
2003-04-29,Kuwait,1.0,0.0,1,Humid,29.6,42,0.49,70
2003-04-29,Malaysia,,2.0,3,Humid,22.9,85,0.71,64
2003-04-29,Mongolia,5.0,0.0,3,Dry,28.4,45,0.3,69
2003-04-29,philippines,4.0,2.0,1,Cloudy,22.3,84,0.54,57
2003-04-29,Republic of Ireland,1.0,0.0,1,Dry,27.7,72,0.42,98
2003-04-29,republic of korea,1.0,0.0,0,Cloudy,18.5,50,0.91,80
2003-04-29,Romania,1.0,0.0,1,Dry,18.9,31,0.23,61
2003-04-29,Singapore,201.0,24.0,139,Rainy,30.3,83,0.93,70
2003-04-29,south africa,1.0,,0,Rainy,24.979299781181616,56,0.87,79
2003-04-29,spain,1.0,0.0,1,Rainy,28.2,67,0.44,76
2003-04-29,Sweden,3.0,0.0,2,Rainy,25.4,55,0.83,93
2003-04-29,switzerland,1.0,0.0,1,Sunny,24.979299781181616,87,0.22,75
2003-04-29,Thailand,7.0,2.0,5,Rany,24.6,88,0.97,82
2003-04-29,united kingdom,6.0,0.0,6,Humid,27.3,67,0.62,75
2003-04-29,United States,,0.0,0,Humid,22.3,75,0.44,75
2003-04-29,Viet Nam,63.0,5.0,53,Sunny,21.4,54,0.49,85
2003-04-30,Brazil,2.0,0.0,2,Rainy,32.2,40,0.25,89
2003-04-30,Bulgaria,1.0,0.0,0,Rainyy,24.7,37,0.99,50
2003-04-30,Canada,148.0,20.0,87,Rainy,27.3,37,0.23,64
2003-04-30,China,3460.0,159.0,1332,Dry,28.9,62,0.72,99
2003-04-30,"Hong Kong SAR, China",1589.0,157.0,791,Cloudy,20.0,82,0.55,50
2003-04-30,"Macao SAR, China",1.0,0.0,0,Dry,26.0,36,0.96,60
2003-04-30,"Taiwan, China",78.0,1.0,25,Cloudy,31.6,67,0.4,51
2003-04-30,France,,,1,Rainy,34.1,50,0.63,50
2003-04-30,Germany,7.0,0.0,7,Rainy,25.2,37,0.59,80
2003-04-30,Indonesia,2.0,0.0,1,Dry,23.8,80,0.76,93
2003-04-30,Italy,9.0,0.0,4,Dry,24.979299781181616,83,0.25,65
2003-04-30,Japan,2.0,0.0,0,Cloudy,24.979299781181616,50,0.36,71
2003-04-30,Kuwait,1.0,0.0,1,Humd,24.979299781181616,85,0.37,91
2003-04-30,Malaysia,6.0,2.0,3,Cloudy,20.0,49,0.79,67
2003-04-30,mongolia,6.0,,3,Dry,23.6,37,0.35,96
2003-04-30,Philippines,4.0,,1,Dry,19.4,87,0.66,66
2003-04-30,Republic of Ireland,1.0,0.0,1,Sunny,19.9,75,0.37,79
2003-04-30,Republic of Korea,1.0,0.0,0,Dry,26.9,60,0.89,59
2003-04-30,Romania,1.0,0.0,1,Sunny,29.0,79,0.95,84
2003-04-30,Singapore,201.0,24.0,139,Humid,21.8,86,0.61,70
2003-04-30,south africa,1.0,0.0,0,Cloudy,28.9,58,0.48,65
2003-04-30,Spain,1.0,0.0,1,Cloudy,30.6,77,0.39,55
2003-04-30,sweden,3.0,0.0,2,,34.7,38,0.24,52
2003-04-30,switzerland,1.0,0.0,1,Cloudy,25.3,44,0.41,90
2003-04-30,Thailand,7.0,2.0,5,Dry,21.8,59,0.72,92
2003-04-30,united kingdom,6.0,0.0,6,,24.979299781181616,55,0.63,70
2003-04-30,United States,52.0,0.0,0,Sunny,19.5,39,0.96,62
2003-04-30,viet nam,63.0,5.0,53,Cloudy,31.2,58,0.52,67
2003-05-01,Brazil,2.0,0.0,2,,24.979299781181616,83,0.76,73
2003-05-01,Bulgaria,1.0,0.0,0,Sunny,31.1,45,0.59,76
2003-05-01,Canada,147.0,20.0,87,Rany,20.7,65,0.61,53
2003-05-01,china,,170.0,1351,Dry,21.6,49,0.41,71
2003-05-01,"Hong Kong SAR, China",1600.0,162.0,834,Sunny,24.2,74,0.56,73
2003-05-01,"Macao SAR, China",1.0,0.0,0,Cloudy,21.5,83,0.58,89
2003-05-01,"Taiwan, China",,3.0,25,Humid,29.7,66,0.77,94
2003-05-01,France,5.0,0.0,1,Sunny,24.979299781181616,51,0.95,59
2003-05-01,germany,7.0,0.0,7,Sunny,21.7,36,0.46,51
2003-05-01,Indonesia,,,1,Rainy,22.8,52,0.23,89
2003-05-01,Italy,9.0,,4,Dry,24.2,70,0.6,55
2003-05-01,Japan,2.0,0.0,0,Humid,27.7,69,0.64,97
2003-05-01,Kuwait,1.0,0.0,1,Cloudy,24.979299781181616,58,0.33,67
2003-05-01,Malaysia,,2.0,3,Humid,31.9,45,0.81,66
2003-05-01,Mongolia,6.0,0.0,3,Cloudy,30.7,67,0.99,87
2003-05-01,Philippines,4.0,2.0,1,Dry,24.979299781181616,57,0.96,94
2003-05-01,poland,1.0,0.0,0,Cloudy,27.6,77,0.36,72
2003-05-01,Republic of Ireland,1.0,0.0,1,Rainy,32.6,67,0.9,95
2003-05-01,Republic of Korea,1.0,0.0,0,Rainy,22.5,60,0.76,79
2003-05-01,Romania,,0.0,1,Rainy,23.5,43,0.56,70
2003-05-01,Singapore,201.0,25.0,143,,22.4,82,0.63,59
2003-05-01,South Africa,1.0,0.0,0,Humd,22.5,62,0.88,92
2003-05-01,spain,1.0,0.0,1,Dry,16.7,86,0.58,62
2003-05-01,Sweden,3.0,0.0,2,Cloudy,18.4,38,0.5,61
2003-05-01,Switzerland,1.0,0.0,1,Cloudy,25.4,86,0.59,58
2003-05-01,Thailand,7.0,2.0,5,Rainy,32.6,56,0.66,53
2003-05-01,United Kingdom,6.0,0.0,6,,24.979299781181616,53,0.35,88
2003-05-01,United States,54.0,0.0,23,,21.8,42,0.92,unknown
2003-05-01,Viet Nam,63.0,,56,Dry,33.5,55,0.74,83
2003-05-02,Brazil,2.0,0.0,2,Humid,19.5,58,0.71,88
2003-05-02,Bulgaria,1.0,0.0,0,Cloudy,16.7,80,0.28,90
2003-05-02,Canada,149.0,22.0,93,Sunny,20.9,78,0.68,54
2003-05-02,china,3799.0,181.0,1372,,21.7,72,0.3,64
2003-05-02,"hong kong sar, china",1611.0,170.0,878,Cloudy,16.3,57,0.26,99
2003-05-02,"macao sar, china",1.0,0.0,0,humidd,24.4,57,0.62,53
2003-05-02,"Taiwan, China",100.0,8.0,25,Sunny,29.7,37,0.52,88
2003-05-02,france,5.0,0.0,4,Sunny,18.6,52,0.67,57
2003-05-02,Germany,7.0,0.0,7,Dry,25.4,58,0.27,98
2003-05-02,indonesia,2.0,0.0,1,Humid,27.0,34,0.54,94
2003-05-02,italy,9.0,0.0,4,Sunny,24.6,71,0.34,73
2003-05-02,Kuwait,1.0,0.0,1,Humd,24.979299781181616,36,0.99,77
2003-05-02,Malaysia,6.0,2.0,3,Cloudy,26.0,71,0.65,92
2003-05-02,mongolia,8.0,,4,Rainy,20.9,65,0.75,76
2003-05-02,new zealand,1.0,0.0,1,,32.5,70,0.46,unknown
2003-05-02,philippines,3.0,2.0,1,Dry,31.2,56,0.28,83
2003-05-02,Poland,1.0,0.0,0,Cloudy,30.9,87,0.98,66
2003-05-02,Republic of Ireland,1.0,0.0,1,Humid,30.1,75,0.43,86
2003-05-02,Republic of Korea,1.0,0.0,0,Cloudy,17.1,31,0.54,87
2003-05-02,romania,1.0,0.0,1,Sunny,24.979299781181616,54,0.72,75
2003-05-02,Singapore,203.0,25.0,146,Humid,28.3,38,0.22,73
2003-05-02,South Africa,1.0,0.0,0,,17.3,82,0.85,88
2003-05-02,Spain,1.0,0.0,1,Cloudy,23.9,56,0.63,70
2003-05-02,Sweden,3.0,0.0,2,,24.979299781181616,30,0.42,79
2003-05-02,switzerland,1.0,0.0,1,Dry,33.3,52,0.25,96
2003-05-02,Thailand,7.0,2.0,5,Humid,28.6,39,0.33,97
2003-05-02,United Kingdom,6.0,0.0,6,Cloudy,20.7,71,0.92,62
2003-05-02,United States,56.0,0.0,24,Cloudy,33.5,81,0.75,86
2003-05-02,Viet Nam,63.0,5.0,56,Rainy,25.2,54,0.4,52
2003-05-03,Brazil,2.0,0.0,2,Rainy,23.7,83,0.25,unknown
2003-05-03,Bulgaria,1.0,0.0,0,,23.4,32,0.75,84
2003-05-03,Canada,149.0,22.0,94,Dry,16.9,35,0.66,68
2003-05-03,China,3971.0,190.0,1406,Sunny,24.5,87,0.52,63
2003-05-03,"hong kong sar, china",1621.0,,898,Sunny,27.5,35,0.49,97
2003-05-03,"Macao SAR, China",1.0,0.0,0,Dry,23.1,82,0.37,71
2003-05-03,"taiwan, china",100.0,8.0,25,,27.1,31,0.74,66
2003-05-03,france,5.0,,4,Humid,20.7,87,0.98,53
2003-05-03,Germany,,0.0,7,Rany,24.979299781181616,87,0.34,94
2003-05-03,Indonesia,2.0,0.0,1,Sunny,26.6,47,0.68,89
2003-05-03,Italy,9.0,0.0,4,Rainy,25.9,52,0.54,68
2003-05-03,Kuwait,,0.0,1,Rainy,24.979299781181616,31,0.56,86
2003-05-03,Malaysia,6.0,2.0,3,Dry,22.8,41,0.4,51
2003-05-03,mongolia,8.0,0.0,4,Humid,33.4,51,0.86,64
2003-05-03,New Zealand,1.0,,1,Cloudy,22.5,66,0.59,51
2003-05-03,Philippines,3.0,2.0,1,Humid,25.1,49,0.63,60
2003-05-03,Poland,1.0,,0,Humid,24.6,68,0.44,unknown
2003-05-03,Republic of Ireland,1.0,0.0,1,Rainy,32.8,53,0.35,72
2003-05-03,republic of korea,1.0,0.0,0,,31.5,77,0.27,59
2003-05-03,romania,1.0,0.0,1,Sunny,29.0,49,0.77,52
2003-05-03,Singapore,203.0,25.0,147,Rainyy,20.1,30,0.36,54
2003-05-03,South Africa,1.0,0.0,1,Sunny,26.8,30,0.75,52
2003-05-03,Spain,1.0,0.0,1,Cloudy,27.8,46,0.51,87
2003-05-03,Sweden,,0.0,2,Rainy,21.5,88,0.53,62
2003-05-03,switzerland,1.0,0.0,1,Cloudy,20.6,30,0.58,91
2003-05-03,Thailand,7.0,2.0,5,Rainy,33.5,82,0.49,68
2003-05-03,United Kingdom,6.0,0.0,6,Dry,23.5,81,0.28,89
2003-05-03,united states,,0.0,24,Humid,33.1,74,0.45,99
2003-05-03,Viet Nam,63.0,5.0,58,,30.0,59,0.73,84
2003-05-05,brazil,,0.0,2,,27.0,70,0.73,73
2003-05-05,Bulgaria,1.0,0.0,0,Humd,27.3,76,0.43,73
2003-05-05,Canada,148.0,22.0,93,Rainy,18.0,32,0.57,66
2003-05-05,China,4280.0,206.0,1433,Humid,26.0,75,0.35,89
2003-05-05,"Hong Kong SAR, China",1637.0,187.0,930,Sunny,32.1,84,0.37,59
2003-05-05,"macao sar, china",1.0,0.0,0,Humid,28.4,40,0.22,51
2003-05-05,"Taiwan, China",116.0,8.0,25,Sunny,25.8,53,0.92,93
2003-05-05,France,,0.0,4,,33.6,51,0.37,72
2003-05-05,Germany,7.0,0.0,7,Sunny,24.1,73,0.38,55
2003-05-05,indonesia,2.0,0.0,1,Cloudy,24.979299781181616,74,0.42,51
2003-05-05,Italy,9.0,,4,Dry,25.8,55,0.3,70
2003-05-05,Kuwait,1.0,,1,Rainy,28.8,42,0.71,84
2003-05-05,Malaysia,7.0,,4,Humid,16.4,30,0.26,98
2003-05-05,Mongolia,8.0,,4,Dry,26.4,53,0.31,78
2003-05-05,New Zealand,1.0,0.0,1,Rainy,29.1,39,0.72,56
2003-05-05,philippines,,2.0,1,Rainy,23.7,64,0.47,78
2003-05-05,Poland,1.0,0.0,0,Sunny,30.5,53,0.77,86
2003-05-05,Republic of Ireland,1.0,,1,Cloudy,28.2,57,0.65,72
2003-05-05,Republic of Korea,,0.0,0,Cloudy,35.7,65,0.4,82
2003-05-05,Romania,1.0,0.0,1,Dry,24.979299781181616,45,0.72,57
2003-05-05,Singapore,204.0,26.0,149,Cloudy,29.2,69,0.29,61
2003-05-05,south africa,1.0,1.0,0,Humid,19.9,45,0.63,unknown
2003-05-05,Spain,,0.0,1,Cloudy,16.9,88,0.55,97
2003-05-05,Sweden,3.0,,2,Dryy,14.8,46,0.41,59
2003-05-05,switzerland,1.0,0.0,1,Cloudy,27.7,80,0.68,64
2003-05-05,Thailand,,2.0,5,Humid,25.9,83,0.9,73
2003-05-05,United Kingdom,6.0,,6,Sunny,22.6,44,1.0,unknown
2003-05-05,United States,,0.0,26,Dry,24.979299781181616,45,0.69,96
2003-05-05,viet nam,63.0,5.0,58,Sunny,21.5,44,0.52,91
2003-05-06,Brazil,2.0,0.0,2,Sunny,24.979299781181616,86,0.38,88
2003-05-06,bulgaria,1.0,,0,Sunny,29.0,63,0.41,52
2003-05-06,Canada,148.0,22.0,93,Rainy,24.9,40,0.58,51
2003-05-06,China,4409.0,214.0,1460,Rainy,26.3,30,0.49,55
2003-05-06,"Hong Kong SAR, China",1646.0,193.0,958,Sunny,23.1,44,0.93,70
2003-05-06,"Macao SAR, China",1.0,0.0,0,,33.7,55,0.49,58
2003-05-06,"Taiwan, China",116.0,10.0,25,Humid,19.9,80,0.5,59
2003-05-06,Colombia,1.0,0.0,1,Humid,21.5,33,0.51,85
2003-05-06,france,5.0,0.0,4,Cloudy,22.5,72,0.87,52
2003-05-06,germany,7.0,0.0,7,,24.979299781181616,34,0.72,90
2003-05-06,India,1.0,0.0,0,Rainy,19.8,64,0.69,unknown
2003-05-06,Indonesia,2.0,0.0,1,Sunny,25.7,42,0.47,71
2003-05-06,italy,9.0,0.0,4,Cloudy,25.8,39,0.85,98
2003-05-06,kuwait,1.0,0.0,1,,21.5,40,0.23,63
2003-05-06,Malaysia,,2.0,4,Rainy,26.6,47,0.9,91
2003-05-06,Mongolia,8.0,,4,,20.0,63,0.61,94
2003-05-06,New Zealand,1.0,0.0,1,Sunny,24.979299781181616,68,0.52,93
2003-05-06,philippines,3.0,2.0,1,,25.5,70,0.6,76
2003-05-06,Poland,,0.0,0,Dry,16.7,71,0.73,82
2003-05-06,Republic of Ireland,1.0,,1,Rainyy,14.3,79,0.21,71
2003-05-06,republic of korea,1.0,0.0,0,Sunny,27.7,52,0.9,78
2003-05-06,Romania,,0.0,1,Dry,30.2,36,0.56,68
2003-05-06,Singapore,204.0,27.0,149,Humid,22.7,88,0.47,68
2003-05-06,south africa,1.0,1.0,0,,21.7,68,0.31,55
2003-05-06,Spain,1.0,0.0,1,,30.0,32,0.55,94
2003-05-06,sweden,3.0,0.0,2,drry,19.3,41,0.6,68
2003-05-06,Switzerland,1.0,0.0,1,Dryy,18.2,36,0.52,62
2003-05-06,Thailand,,2.0,5,Rainy,28.5,78,0.74,75
2003-05-06,united kingdom,,0.0,6,Rainy,25.0,55,0.54,71
2003-05-06,United States,65.0,0.0,32,Cloudy,30.3,62,0.97,70
2003-05-06,viet nam,,5.0,58,Humd,14.3,66,0.68,85
2003-05-07,brazil,2.0,0.0,2,Sunny,18.0,77,0.85,51
2003-05-07,bulgaria,,0.0,0,drry,25.1,44,0.29,96
2003-05-07,canada,146.0,22.0,93,Cloudy,27.1,31,0.52,93
2003-05-07,China,4560.0,,1487,Sunny,29.2,70,0.47,79
2003-05-07,"Hong Kong SAR, China",1654.0,204.0,984,Cloudy,25.9,36,0.66,76
2003-05-07,"Macao SAR, China",1.0,0.0,0,Rany,25.8,61,0.89,56
2003-05-07,"Taiwan, China",125.0,11.0,26,Dryy,23.1,33,0.26,69
2003-05-07,Colombia,1.0,0.0,1,Sunny,33.0,49,0.26,99
2003-05-07,france,6.0,0.0,4,Sunny,19.5,79,0.88,80
2003-05-07,germany,8.0,,7,Sunny,26.8,82,0.37,72
2003-05-07,India,1.0,0.0,0,Sunny,20.1,65,0.74,62
2003-05-07,Indonesia,,0.0,1,Sunny,27.7,61,0.63,66
2003-05-07,Italy,9.0,0.0,5,Cloudy,19.8,57,0.87,53
2003-05-07,Kuwait,1.0,0.0,1,Dry,28.7,42,0.3,63
2003-05-07,Malaysia,7.0,2.0,4,Rainy,25.6,30,0.3,69
2003-05-07,Mongolia,,0.0,6,Rainy,33.7,89,0.65,62
2003-05-07,New Zealand,1.0,0.0,1,Rainy,23.6,85,0.96,52
2003-05-07,Philippines,10.0,2.0,2,Rany,27.1,64,0.53,75
2003-05-07,Poland,1.0,0.0,0,Cloudy,21.1,77,0.46,unknown
2003-05-07,Republic of Ireland,1.0,0.0,1,Humd,23.6,59,0.69,67
2003-05-07,Republic of Korea,1.0,0.0,0,drry,25.5,83,0.94,81
2003-05-07,romania,1.0,0.0,1,Sunny,17.4,65,0.87,63
2003-05-07,Singapore,204.0,27.0,150,Humd,24.979299781181616,86,1.0,96
2003-05-07,South Africa,,,0,Rainy,24.979299781181616,84,0.22,52
2003-05-07,Spain,1.0,0.0,1,humidd,24.3,54,0.29,50
2003-05-07,Sweden,3.0,0.0,2,Dryy,22.0,45,0.69,75
2003-05-07,switzerland,1.0,0.0,1,Sunny,21.3,87,0.86,73
2003-05-07,Thailand,7.0,2.0,5,Sunny,21.5,48,0.43,98
2003-05-07,United Kingdom,6.0,0.0,6,Dry,25.6,30,0.39,84
2003-05-07,United States,65.0,0.0,32,drry,24.979299781181616,34,0.83,63
2003-05-07,viet nam,63.0,5.0,58,Rainy,14.5,80,0.25,52
2003-05-08,Brazil,2.0,0.0,2,Sunny,24.979299781181616,51,0.5,62
2003-05-08,bulgaria,1.0,0.0,0,Humd,31.7,53,0.6,96
2003-05-08,Canada,146.0,22.0,95,,24.979299781181616,72,0.65,99
2003-05-08,China,4698.0,224.0,1529,Cloudy,30.4,74,0.78,63
2003-05-08,"Hong Kong SAR, China",1661.0,,1008,Dry,30.3,81,0.48,70
2003-05-08,"macao sar, china",1.0,,0,Rainy,25.0,66,0.69,unknown
2003-05-08,"Taiwan, China",131.0,13.0,26,Cloudy,18.5,82,0.67,52
2003-05-08,Colombia,1.0,0.0,1,Sunny,30.1,65,0.64,89
2003-05-08,Finland,1.0,0.0,0,Dry,23.8,65,0.71,53
2003-05-08,France,,0.0,4,Humid,27.7,33,0.41,85
2003-05-08,Germany,8.0,0.0,7,Dry,36.1,65,0.27,92
2003-05-08,India,1.0,0.0,0,Humid,26.3,81,0.3,50
2003-05-08,Indonesia,2.0,0.0,1,Dry,20.4,82,0.38,89
2003-05-08,Italy,9.0,0.0,6,Dry,24.979299781181616,47,0.6,96
2003-05-08,Kuwait,1.0,0.0,1,Dry,21.1,79,0.87,82
2003-05-08,Malaysia,7.0,2.0,4,Humd,27.2,45,0.76,56
2003-05-08,mongolia,9.0,0.0,6,Humid,21.0,70,0.83,60
2003-05-08,New Zealand,1.0,0.0,1,Dry,22.6,47,0.48,76
2003-05-08,philippines,10.0,2.0,2,Cloudy,24.979299781181616,51,0.52,63
2003-05-08,Poland,1.0,0.0,0,Rany,24.3,31,0.51,71
2003-05-08,Republic of Ireland,1.0,0.0,1,Rainy,25.9,50,0.35,65
2003-05-08,Republic of Korea,1.0,0.0,1,Rainy,11.6,65,0.25,95
2003-05-08,romania,1.0,0.0,1,Humid,26.3,73,0.67,61
2003-05-08,Singapore,204.0,27.0,153,Humid,24.8,68,0.99,98
2003-05-08,South Africa,1.0,1.0,0,Cloudy,24.979299781181616,76,0.33,95
2003-05-08,Spain,1.0,0.0,1,Rany,35.1,68,0.24,59
2003-05-08,Sweden,3.0,,2,Rainy,29.8,58,0.82,73
2003-05-08,Switzerland,1.0,0.0,1,Dry,19.5,83,0.4,unknown
2003-05-08,thailand,7.0,2.0,5,Humid,29.2,55,0.86,67
2003-05-08,United Kingdom,6.0,,6,,31.2,50,0.76,71
2003-05-08,United States,,0.0,33,Cloudy,25.7,46,0.96,58
2003-05-08,Viet Nam,63.0,5.0,58,Cloudy,26.8,45,0.53,66
2003-05-09,Brazil,2.0,0.0,2,Rany,26.7,89,0.73,87
2003-05-09,bulgaria,1.0,0.0,0,Humid,14.6,60,0.57,89
2003-05-09,Canada,145.0,22.0,94,Cloudy,24.1,80,0.7,62
2003-05-09,China,4805.0,230.0,1582,Dry,24.979299781181616,38,0.56,99
2003-05-09,"Hong Kong SAR, China",1667.0,,1015,Cloudy,32.2,60,0.35,86
2003-05-09,"macao sar, china",1.0,0.0,0,Sunny,26.7,43,0.61,55
2003-05-09,"Taiwan, China",149.0,13.0,26,Sunny,23.5,78,0.62,70
2003-05-09,Colombia,1.0,0.0,1,Humid,24.5,66,0.85,85
2003-05-09,Finland,1.0,0.0,0,Rainy,30.1,31,0.79,56
2003-05-09,France,6.0,0.0,4,Humid,24.1,81,0.73,85
2003-05-09,Germany,9.0,0.0,9,humidd,21.5,77,0.29,74
2003-05-09,India,1.0,0.0,0,Humid,24.979299781181616,75,0.78,60
2003-05-09,Indonesia,2.0,0.0,1,Humid,29.7,43,0.6,93
2003-05-09,italy,9.0,0.0,9,drry,27.5,88,0.92,63
2003-05-09,kuwait,1.0,0.0,1,Dryy,25.2,62,0.94,94
2003-05-09,Malaysia,6.0,2.0,4,Cloudy,26.0,64,0.24,78
2003-05-09,Mongolia,9.0,0.0,6,Sunny,22.2,87,0.86,59
2003-05-09,new zealand,1.0,0.0,1,Humid,24.0,68,0.23,99
2003-05-09,philippines,10.0,2.0,2,Cloudy,21.7,87,0.49,97
2003-05-09,poland,1.0,0.0,0,Sunny,23.5,76,0.63,54
2003-05-09,Republic of Ireland,1.0,,1,Rainy,31.7,80,0.32,57
2003-05-09,Republic of Korea,,0.0,1,Dry,19.6,49,0.8,95
2003-05-09,Romania,1.0,0.0,1,Sunny,21.6,31,0.21,54
2003-05-09,Singapore,204.0,27.0,153,,18.7,80,0.33,73
2003-05-09,South Africa,1.0,1.0,0,Sunny,17.6,70,0.66,89
2003-05-09,Spain,1.0,0.0,1,Dry,24.979299781181616,48,0.77,75
2003-05-09,Sweden,3.0,0.0,2,Dry,21.9,88,0.93,55
2003-05-09,switzerland,1.0,0.0,1,Cloudy,33.8,66,0.76,65
2003-05-09,Thailand,7.0,2.0,5,Humid,23.6,47,0.74,85
2003-05-09,United Kingdom,6.0,0.0,6,Sunny,31.4,45,0.52,61
2003-05-09,United States,63.0,0.0,33,Sunny,29.8,33,0.2,60
2003-05-09,Viet Nam,63.0,5.0,58,Rainy,24.0,41,0.3,52
2003-05-10,Brazil,2.0,0.0,2,Dry,24.979299781181616,58,0.63,93
2003-05-10,Bulgaria,1.0,0.0,0,Sunny,26.3,36,0.74,86
2003-05-10,canada,145.0,22.0,97,Dry,32.6,43,0.53,55
2003-05-10,China,4884.0,235.0,1620,Sunny,32.0,84,0.78,68
2003-05-10,"Hong Kong SAR, China",,212.0,1035,Cloudy,27.1,41,0.62,67
2003-05-10,"Macao SAR, China",1.0,0.0,0,Humid,28.8,64,0.26,65
2003-05-10,"Taiwan, China",172.0,18.0,26,Sunny,28.1,34,0.35,72
2003-05-10,colombia,1.0,0.0,1,Dry,19.3,46,0.87,92
2003-05-10,finland,1.0,,0,Cloudy,25.3,87,0.78,86
2003-05-10,france,7.0,0.0,4,,30.4,71,0.92,58
2003-05-10,Germany,9.0,0.0,9,Rainy,32.6,61,0.29,52
2003-05-10,India,1.0,,0,,21.4,39,0.99,57
2003-05-10,Indonesia,,0.0,1,,27.6,72,0.37,87
2003-05-10,Italy,9.0,0.0,9,Cloudy,24.979299781181616,46,0.21,53
2003-05-10,kuwait,1.0,0.0,1,Rainy,24.4,34,1.0,61
2003-05-10,malaysia,7.0,2.0,4,Cloudy,26.8,74,0.42,unknown
2003-05-10,mongolia,9.0,0.0,6,Cloudy,26.1,71,0.73,80
2003-05-10,new zealand,1.0,,1,Rainy,27.7,38,0.34,74
2003-05-10,philippines,10.0,2.0,2,Cloudy,32.2,78,0.66,65
2003-05-10,Poland,1.0,0.0,0,Rainy,28.9,62,0.92,91
2003-05-10,Republic of Ireland,,0.0,1,,26.6,65,0.46,63
2003-05-10,Republic of Korea,1.0,0.0,1,Rainy,34.3,65,0.74,62
2003-05-10,Romania,1.0,0.0,1,Rainy,30.5,47,0.35,90
2003-05-10,Singapore,,27.0,155,Humid,24.5,38,0.7,56
2003-05-10,South Africa,1.0,1.0,0,Rainy,18.9,86,0.47,61
2003-05-10,spain,1.0,0.0,1,Rainy,20.1,58,0.37,86
2003-05-10,Sweden,3.0,0.0,2,Sunny,29.7,79,0.45,99
2003-05-10,Switzerland,1.0,0.0,1,Humid,21.8,43,0.34,53
2003-05-10,thailand,7.0,,5,Dry,20.0,54,0.92,51
2003-05-10,United Kingdom,6.0,0.0,6,Sunny,21.2,44,0.52,84
2003-05-10,united states,64.0,0.0,34,Sunny,21.6,35,0.4,93
2003-05-10,viet nam,63.0,5.0,58,Dry,29.3,85,0.56,52
2003-05-12,Brazil,2.0,0.0,2,Rainy,24.2,71,0.46,53
2003-05-12,Bulgaria,1.0,,0,Cloudy,18.1,58,0.8,87
2003-05-12,Canada,143.0,22.0,98,Humd,25.2,44,0.98,61
2003-05-12,China,5013.0,252.0,1693,Cloudy,24.979299781181616,58,0.55,68
2003-05-12,"Hong Kong SAR, China",1683.0,218.0,1066,drry,22.6,33,0.89,unknown
2003-05-12,"Macao SAR, China",1.0,0.0,0,Sunny,30.8,47,0.65,50
2003-05-12,"Taiwan, China",184.0,20.0,26,Sunny,22.9,79,0.33,66
2003-05-12,Colombia,1.0,0.0,1,humidd,30.5,86,0.75,unknown
2003-05-12,finland,1.0,0.0,0,Sunny,28.0,78,0.61,58
2003-05-12,France,7.0,0.0,4,,29.6,73,0.72,58
2003-05-12,germany,9.0,0.0,9,Humid,19.5,68,0.91,58
2003-05-12,India,1.0,0.0,0,humidd,24.979299781181616,45,0.55,61
2003-05-12,Indonesia,2.0,0.0,1,Dry,24.7,40,0.92,90
2003-05-12,italy,9.0,,8,Sunny,17.9,43,0.8,unknown
2003-05-12,Kuwait,1.0,0.0,1,Sunny,24.979299781181616,32,0.59,51
2003-05-12,Malaysia,7.0,2.0,4,drry,20.9,80,0.68,60
2003-05-12,Mongolia,9.0,0.0,6,,24.979299781181616,79,0.46,60
2003-05-12,New Zealand,1.0,0.0,1,Rainy,19.9,71,0.99,57
2003-05-12,Philippines,10.0,2.0,3,Rainy,28.5,67,0.73,81
2003-05-12,poland,1.0,0.0,0,Dry,17.4,74,0.24,55
2003-05-12,republic of ireland,1.0,0.0,1,Sunny,24.979299781181616,71,0.46,69
2003-05-12,Republic of Korea,,0.0,1,Dry,30.2,47,0.7,unknown
2003-05-12,Romania,1.0,,1,Dry,27.7,87,0.25,unknown
2003-05-12,singapore,205.0,28.0,156,Rainy,28.6,49,0.22,57
